numero_de_cliente,Predicted
4572300,FALSE
4572957,FALSE
4572973,FALSE
4572998,FALSE
4573029,FALSE
4573199,FALSE
4573369,FALSE
4573680,FALSE
4573758,FALSE
4573965,FALSE
4574204,FALSE
4574251,FALSE
4574383,FALSE
4574424,TRUE
4574581,FALSE
4574892,FALSE
4575074,FALSE
4575282,FALSE
4575448,FALSE
4575615,FALSE
4575709,FALSE
4575913,FALSE
4576026,FALSE
4576165,FALSE
4576328,FALSE
4576397,FALSE
4576479,FALSE
4577138,FALSE
4577418,FALSE
4577575,FALSE
4577625,FALSE
4578518,FALSE
4578536,FALSE
4578546,FALSE
4578640,FALSE
4578866,FALSE
4578973,FALSE
4578983,FALSE
4579278,FALSE
4579501,FALSE
4580201,FALSE
4580302,FALSE
4580355,FALSE
4580362,FALSE
4581185,FALSE
4581502,FALSE
4581565,FALSE
4582225,FALSE
4582272,FALSE
4582407,FALSE
4582652,FALSE
4582696,FALSE
4582866,FALSE
4583007,TRUE
4583010,FALSE
4583038,FALSE
4583145,FALSE
4583167,FALSE
4583440,FALSE
4583459,FALSE
4583635,FALSE
4583918,FALSE
4584015,FALSE
4584144,FALSE
4584257,FALSE
4584314,FALSE
4584427,FALSE
4584534,FALSE
4584565,FALSE
4584568,FALSE
4584970,FALSE
4585360,FALSE
4585577,FALSE
4585709,FALSE
4585847,FALSE
4585957,FALSE
4586023,FALSE
4586079,FALSE
4586152,FALSE
4587019,FALSE
4587327,FALSE
4587924,FALSE
4587971,FALSE
4588140,FALSE
4588294,FALSE
4588442,FALSE
4588819,FALSE
4589190,TRUE
4589274,FALSE
4589375,FALSE
4589466,FALSE
4589567,FALSE
4589962,FALSE
4589997,FALSE
4590019,FALSE
4590211,FALSE
4590409,FALSE
4590836,FALSE
4590977,FALSE
4591043,FALSE
4591225,FALSE
4591439,FALSE
4591470,FALSE
4591763,FALSE
4591841,FALSE
4592202,TRUE
4592648,FALSE
4592787,FALSE
4592890,FALSE
4592894,FALSE
4593135,FALSE
4593211,FALSE
4593239,FALSE
4593864,FALSE
4594163,FALSE
4594197,FALSE
4594260,FALSE
4594345,FALSE
4594505,FALSE
4594599,FALSE
4594791,FALSE
4594954,FALSE
4595284,FALSE
4595806,FALSE
4595828,FALSE
4595975,FALSE
4596101,FALSE
4596205,FALSE
4596494,FALSE
4596663,FALSE
4596695,FALSE
4597452,FALSE
4598124,FALSE
4598671,FALSE
4598841,FALSE
4598963,FALSE
4599177,FALSE
4599186,FALSE
4599538,FALSE
4599814,FALSE
4599843,FALSE
4600634,FALSE
4600848,FALSE
4600892,FALSE
4601015,TRUE
4601888,FALSE
4601963,FALSE
4601992,FALSE
4602343,FALSE
4602447,FALSE
4603088,FALSE
4603141,FALSE
4603160,FALSE
4603267,FALSE
4603280,FALSE
4603415,FALSE
4603826,FALSE
4603861,FALSE
4604056,FALSE
4604363,FALSE
4604568,FALSE
4604706,FALSE
4604781,FALSE
4604907,FALSE
4604951,FALSE
4605017,FALSE
4605036,FALSE
4605130,FALSE
4605249,FALSE
4605278,FALSE
4605328,FALSE
4605501,FALSE
4605601,FALSE
