0.25	290	1
0.25	295	1
0.25	300	1
0.25	305	1
0.25	310	1
0.25	315	1
0.25	320	1
0.25	325	1
0.25	330	1
0.25	335	1
0.25	340	1
0.25	345	1
0.25	350	1
0.25	355	1
0.25	360	1
0.25	365	1
0.25	370	1
0.25	375	1
0.25	380	1
0.25	385	1
0.25	390	1
0.25	395	1
0.25	400	1
0.25	405	1
0.25	410	1
0.25	415	1
0.25	420	1
0.25	425	1
0.25	430	1
0.25	435	1
0.25	440	1
0.25	445	1
0.25	450	1
0.25	455	1
0.25	460	1
0.25	465	1
0.25	470	1
0.25	475	1
0.25	480	1
0.25	485	1
0.25	490	1
0.25	495	1
0.25	500	1
0.125	60	0.9997
0.125	65	1
0.125	70	0.9998
0.125	75	1
0.125	80	0.9999
0.125	85	0.9999
0.125	90	0.9999
0.125	95	1
0.125	100	1
0.125	105	1
0.125	110	1
0.125	115	1
0.125	120	1
0.125	125	1
0.125	130	1
0.125	135	1
0.125	140	1
0.125	145	1
0.125	150	1
0.125	155	1
0.125	160	1
0.125	165	1
0.125	170	1
0.125	175	1
0.125	180	1
0.125	185	1
0.125	190	1
0.125	195	1
0.125	200	1
0.125	205	1
0.125	210	1
0.125	215	1
0.125	220	1
0.125	225	1
0.125	230	1
0.125	235	1
0.125	240	1
0.125	245	1
0.125	250	1
0.125	255	1
0.125	260	1
0.125	265	1
0.125	270	1
0.125	275	1
0.125	280	1
0.125	285	1
0.125	290	1
0.125	295	1
0.125	300	1
0.125	305	1
0.125	310	1
0.125	315	1
0.125	320	1
0.125	325	1
0.125	330	1
0.125	335	1
0.125	340	1
0.125	345	1
0.125	350	1
0.125	355	1
0.125	360	1
0.125	365	1
0.125	370	1
0.125	375	1
0.125	380	1
0.125	385	1
0.125	390	1
0.125	395	1
0.125	400	1
0.125	405	1
0.125	410	1
0.125	415	1
0.125	420	1
0.125	425	1
0.125	430	1
0.125	435	1
0.125	440	1
0.125	445	1
0.125	450	1
0.125	455	1
0.125	460	1
0.125	465	1
0.125	470	1
0.125	475	1
0.125	480	1
0.125	485	1
0.125	490	1
0.125	495	1
0.125	500	1
0.0625	60	0.9999
0.0625	65	0.9999
0.0625	70	1
0.0625	75	1
0.0625	80	1
0.0625	85	1
0.0625	90	1
0.0625	95	1
0.0625	100	1
0.0625	105	1
0.0625	110	1
0.0625	115	1
0.0625	120	1
0.0625	125	1
0.0625	130	1
0.0625	135	1
0.0625	140	1
0.0625	145	1
0.0625	150	1
0.0625	155	1
0.0625	160	1
0.0625	165	1
0.0625	170	1
0.0625	175	1
0.0625	180	1
0.0625	185	1
0.0625	190	1
0.0625	195	1
0.0625	200	1
0.0625	205	1
0.0625	210	1
0.0625	215	1
0.0625	220	1
0.0625	225	1
0.0625	230	1
0.0625	235	1
0.0625	240	1
0.0625	245	1
0.0625	250	1
0.0625	255	1
0.0625	260	1
0.0625	265	1
0.0625	270	1
0.0625	275	1
0.0625	280	1
0.0625	285	1
0.0625	290	1
0.0625	295	1
0.0625	300	1
0.0625	305	1
0.0625	310	1
0.0625	315	1
0.0625	320	1
0.0625	325	1
0.0625	330	1
0.0625	335	1
0.0625	340	1
0.0625	345	1
0.0625	350	1
0.0625	355	1
0.0625	360	1
0.0625	365	1
0.0625	370	1
0.0625	375	1
0.0625	380	1
0.0625	385	1
0.0625	390	1
0.0625	395	1
0.0625	400	1
0.0625	405	1
0.0625	410	1
0.0625	415	1
0.0625	420	1
0.0625	425	1
0.0625	430	1
0.0625	435	1
0.0625	440	1
0.0625	445	1
0.0625	450	1
0.0625	455	1
0.0625	460	1
0.0625	465	1
0.0625	470	1
0.0625	475	1
0.0625	480	1
0.0625	485	1
0.0625	490	1
0.0625	495	1
0.0625	500	1
